candidate_key,display_name,candidate_type,canonical_entity_id,mention_count,distinct_content_count,distinct_source_count,speaker_count,triage_score,review_priority,signal_types,sample_content_id,sample_snippet,batch_id,source_label
angeles and,Angeles and,person_or_named_entity,,3,1,1,0,19,LOW,proper_case,9Td1lcX-Cno,shunted to Phoenix and Las Vegas and Los Angeles and so on.,20260920T071212Z_REBUILD,rebuild_all
anra,Anra,named_entity,,3,1,1,0,19,LOW,proper_case,MGnJEb4sXwM,of a society that it can't just be the sort of the selfish gene as Anra was,20260920T071212Z_REBUILD,rebuild_all
apac,Apac,named_entity,,3,1,1,0,19,LOW,proper_case,MGnJEb4sXwM,"for Israel. And um he's now he he does not take money from Apac, but his um his",20260920T071212Z_REBUILD,rebuild_all
apac it s,Apac. It's,person_or_named_entity,,3,1,1,0,19,LOW,proper_case,MGnJEb4sXwM,Republican side has now gotten $9 million from Apac. It's quite it's quite,20260920T071212Z_REBUILD,rebuild_all
apple and meta,Apple and Meta,person_or_named_entity,,3,1,1,0,19,LOW,proper_case,raxt96y9XFQ,with Google. You're going to reach them with Apple and Meta.,20260920T071212Z_REBUILD,rebuild_all
april,April,named_entity,,3,1,1,0,19,LOW,proper_case,raxt96y9XFQ,"railroads. So, the Australians bombed the China-Iran Railroad in April, right?",20260920T071212Z_REBUILD,rebuild_all
arachi,Arachi,named_entity,,3,1,1,0,19,LOW,proper_case,MGnJEb4sXwM,which was the first rapromo. And I suspect um as you know Arachi um,20260920T071212Z_REBUILD,rebuild_all
argentina and i,Argentina and I,person_or_named_entity,,3,1,1,0,19,LOW,proper_case,mq7GSzwaGBw,">> the traditional answers. Yeah. >> Okay. So, you brought up Argentina and I",20260920T071212Z_REBUILD,rebuild_all
arizona,Arizona,named_entity,,3,1,1,0,19,LOW,proper_case,SOADMgNpZr0,heard about this doctor. She's got a a website in Arizona where she talks of,20260920T071212Z_REBUILD,rebuild_all
armageddon,Armageddon,named_entity,,3,1,1,0,19,LOW,proper_case,MGnJEb4sXwM,there's a messianic and and an embrace of um uh Armageddon as the uh solution,20260920T071212Z_REBUILD,rebuild_all
ashley,Ashley,named_entity,,3,1,1,0,19,LOW,proper_case,MGnJEb4sXwM,And these are done I I just quickly say by uh Ashley my wife I mean who works we,20260920T071212Z_REBUILD,rebuild_all
asia,Asia,named_entity,,3,1,1,0,19,LOW,proper_case,MGnJEb4sXwM,global exports have been surging >> yes to the to Asia to the European Union,20260920T071212Z_REBUILD,rebuild_all
ask katherine,Ask Katherine,media_show,,3,1,1,0,19,LOW,proper_case,mq7GSzwaGBw,"this, I can't find that. Or on we have a show called Ask Katherine where we've",20260920T071212Z_REBUILD,rebuild_all
asteround and,Asteround and,person_or_named_entity,,3,1,1,0,19,LOW,proper_case,vR-o6IGspmU,me. Um but one of them specifically I checked into Asteround and it turns out,20260920T071212Z_REBUILD,rebuild_all
at the,At the,person_or_named_entity,,3,1,1,0,19,LOW,proper_case,mq7GSzwaGBw,"higher. >> At the same time, the cost of open",20260920T071212Z_REBUILD,rebuild_all
atlanta,Atlanta,named_entity,,3,1,1,0,19,LOW,proper_case,vR-o6IGspmU,now part of Mammoth Holdings based out of Atlanta with 67 car washes across the,20260920T071212Z_REBUILD,rebuild_all
attorney general ken paxton,Attorney General Ken Paxton,person_or_named_entity,,3,1,1,0,19,LOW,proper_case,r7POfIOIJd8,"Uh again, going back to Texas, uh Attorney General Ken Paxton filed a",20260920T071212Z_REBUILD,rebuild_all
august,August,named_entity,,3,1,1,0,19,LOW,proper_case,vR-o6IGspmU,turtling for cash part one. And so what happened was in August we started up our,20260920T071212Z_REBUILD,rebuild_all
august and,August. and,person_or_named_entity,,3,1,1,0,19,LOW,proper_case,vR-o6IGspmU,effect July 1st and we started up our school year in August. and we had um,20260920T071212Z_REBUILD,rebuild_all
austin texas,Austin Texas,person_or_named_entity,,3,1,1,0,19,LOW,proper_case,mq7GSzwaGBw,I can own the forefather claim >> and you've been living in Austin Texas,20260920T071212Z_REBUILD,rebuild_all
austin we re,Austin. We're,person_or_named_entity,,3,1,1,0,19,LOW,proper_case,mq7GSzwaGBw,meetup. We're just getting started. We've had one in Austin. We're having,20260920T071212Z_REBUILD,rebuild_all
australians,Australians,named_entity,,3,1,1,0,19,LOW,proper_case,raxt96y9XFQ,"it's about sea lanes, it's about real railroads. So, the Australians bombed",20260920T071212Z_REBUILD,rebuild_all
axius and of,Axius and of,product,,3,1,1,0,19,LOW,proper_case,MGnJEb4sXwM,agreed those points that America made and were reported by Axius and of course,20260920T071212Z_REBUILD,rebuild_all
ayatollah,Ayatollah,named_entity,,3,1,1,0,19,LOW,proper_case,INWRgXjwPXk,"a single user made over $550,000 betting that the Ayatollah",20260920T071212Z_REBUILD,rebuild_all
babylon s banksters,Babylon's Banksters,person_or_named_entity,,3,1,1,0,19,LOW,proper_case,oGWf3g8iYLA,"What what has been the problem? Well, in in Babylon's Banksters,",20260920T071212Z_REBUILD,rebuild_all
bach,Bach,named_entity,,3,1,1,0,19,LOW,proper_case,MGnJEb4sXwM,"heard a 100 high schooler and grade schoolers play Bach last night. So, it",20260920T071212Z_REBUILD,rebuild_all
bank of england,Bank of England,person_or_named_entity,,3,1,1,0,19,LOW,proper_case,ChdoKKB48CU,"By the following year, they'd crashed the Bank of England, which had been",20260920T071212Z_REBUILD,rebuild_all
barksdale at,Barksdale. At,product,,3,1,1,0,19,LOW,proper_case,RRPA9FVZ2Ds,they changed course to Barksdale. At some,20260920T071212Z_REBUILD,rebuild_all
barry,Barry,named_entity,,3,1,1,0,19,LOW,proper_case,mq7GSzwaGBw,Greo be called the benevolent dictator and then [music] Barry suggested,20260920T071212Z_REBUILD,rebuild_all
battle of waterloo,Battle of Waterloo,person_or_named_entity,,3,1,1,0,19,LOW,proper_case,mD_aE7ZCMoo,Rothschild exploited inside information about the Battle of Waterloo to trade on,20260920T071212Z_REBUILD,rebuild_all
bay area there s,Bay Area. There's,person_or_named_entity,,3,1,1,0,19,LOW,proper_case,mq7GSzwaGBw,We've had one in Austin. We're having them in the Bay Area. There's folks all,20260920T071212Z_REBUILD,rebuild_all
beijing he,Beijing. He,person_or_named_entity,,3,1,1,0,19,LOW,proper_case,MGnJEb4sXwM,"been in Beijing and has just come back from Beijing. He didn't stop, by the",20260920T071212Z_REBUILD,rebuild_all
bense,Bense,named_entity,,3,1,1,0,19,LOW,proper_case,MGnJEb4sXwM,"like um acts to to to in response to um well, Bense um attempt to sanction",20260920T071212Z_REBUILD,rebuild_all
benurian,Benurian,named_entity,,3,1,1,0,19,LOW,proper_case,MGnJEb4sXwM,uh when Israel was first founded um Benurian um said look we are a small,20260920T071212Z_REBUILD,rebuild_all
bilderberg group,Bilderberg Group,organization,,3,1,1,0,19,LOW,proper_case,ChdoKKB48CU,"Relations, the CFR, and the RIIA, and spawned the Bilderberg Group in 1954 and",20260920T071212Z_REBUILD,rebuild_all
birds eye,Birds Eye,person_or_named_entity,,3,1,1,0,19,LOW,proper_case,ZW6Lf7iQV3Q,"meals and snacks. Uh Conagra, which makes Birds Eye frozen vegetables and",20260920T071212Z_REBUILD,rebuild_all
bitcoin so,Bitcoin. So,person_or_named_entity,,3,1,1,0,19,LOW,proper_case,vR-o6IGspmU,of them. We had state investments in Bitcoin. So this would permit the state,20260920T071212Z_REBUILD,rebuild_all
boer war the boer war,Boer War. The Boer War,person_or_named_entity,,3,1,1,0,19,LOW,proper_case,ChdoKKB48CU,It was another secret society. It cited the Boer War. The Boer War was,20260920T071212Z_REBUILD,rebuild_all
brandon moms,Brandon Moms,person_or_named_entity,,3,1,1,0,19,LOW,proper_case,vR-o6IGspmU,"built. We did bring a bill, us Brandon, Brandon Moms, basically cell phone tower",20260920T071212Z_REBUILD,rebuild_all
brigita ben david,Brigita Ben David,person_or_named_entity,,3,1,1,0,19,LOW,proper_case,hxQGwThmCD8,with me Gita Ben David or Brigita Ben David from Denmark and,20260920T071212Z_REBUILD,rebuild_all
brit,Brit,named_entity,,3,1,1,0,19,LOW,proper_case,MGnJEb4sXwM,"know, you've got to help us with that. And so, that was the Brit quid proquo.",20260920T071212Z_REBUILD,rebuild_all
british and,British and,person_or_named_entity,,3,1,1,0,19,LOW,proper_case,tUE5vpNZDtU,"providing weapons to both sides, to the British and to the Americans through the",20260920T071212Z_REBUILD,rebuild_all
brussels,Brussels,named_entity,,3,1,1,0,19,LOW,proper_case,MGnJEb4sXwM,that and calling them a centrist party which obeys Brussels um uh autocracy. Um,20260920T071212Z_REBUILD,rebuild_all
bud,Bud,named_entity,,3,1,1,0,19,LOW,proper_case,W4aWp1dC5ZU,"could not get that passed. >> So, would you suggest Bud that if",20260920T071212Z_REBUILD,rebuild_all
bush,Bush,named_entity,,3,1,1,0,19,LOW,proper_case,RRPA9FVZ2Ds,someone allegedly made a phone call while Bush,20260920T071212Z_REBUILD,rebuild_all
by and,By And,person_or_named_entity,,3,1,1,0,19,LOW,proper_case,xIZYuhJjYAQ,"breathing into the root root chakra, you can say so. By And also",20260920T071212Z_REBUILD,rebuild_all
canadian,Canadian,named_entity,,3,1,1,0,19,LOW,proper_case,vR-o6IGspmU,there is a manual third lock. We know what happened to the Canadian trackers.,20260920T071212Z_REBUILD,rebuild_all
cari report we,Cari Report. We,product,,3,1,1,0,19,LOW,proper_case,MGnJEb4sXwM,"Ladies and gentlemen, welcome to the Cari Report. We have an immense treat",20260920T071212Z_REBUILD,rebuild_all
carlos s,Carlos's,named_entity,,3,1,1,0,19,LOW,proper_case,eRQbIpPkxVE,"you realize this, but both both Carlos's father and my father were",20260920T071212Z_REBUILD,rebuild_all
cary cash so,Cary Cash. So,person_or_named_entity,,3,1,1,0,19,LOW,proper_case,vR-o6IGspmU,"same costume every year. So, we made new costumes. It's called Cary Cash. So,",20260920T071212Z_REBUILD,rebuild_all
cash s king,Cash's King,person_or_named_entity,,3,1,1,0,19,LOW,proper_case,vR-o6IGspmU,"Halloween cash at Halloween. So, I have my Cash's King costume where I just",20260920T071212Z_REBUILD,rebuild_all
cash s king halloween,Cash's King Halloween,person_or_named_entity,,3,1,1,0,19,LOW,proper_case,vR-o6IGspmU,shoulders and and then I have a king hat and that's my Cash's King Halloween,20260920T071212Z_REBUILD,rebuild_all
celeria report this,Celeria Report. This,product,,3,1,1,0,19,LOW,proper_case,mq7GSzwaGBw,"Ladies and gentlemen, welcome to the Celeria Report. This is Katherine Austin",20260920T071212Z_REBUILD,rebuild_all
ceo i,CEO. I,person_or_named_entity,,3,1,1,0,19,LOW,proper_case,mq7GSzwaGBw,started. I've had various CEOs run it. I took over as CEO. I was a CEO,20260920T071212Z_REBUILD,rebuild_all
ceos,CEOs,named_entity,,3,1,1,0,19,LOW,proper_case,mq7GSzwaGBw,companies. We incubated in our studio started. I've had various CEOs run it. I,20260920T071212Z_REBUILD,rebuild_all
ceos and,CEOs and,person_or_named_entity,,3,1,1,0,19,LOW,proper_case,mq7GSzwaGBw,capital and then itself might start companies and then try to find CEOs and,20260920T071212Z_REBUILD,rebuild_all
certainly,Certainly,named_entity,,3,1,1,0,19,LOW,proper_case,p0jPh9KrCgc,of central control can happen. There's no Certainly can't hurt to put up,20260920T071212Z_REBUILD,rebuild_all
cfr,CFR,organization,,3,1,1,0,19,LOW,proper_case,ChdoKKB48CU,"Affairs, the Council on Foreign Relations, the CFR, and the RIIA, and",20260920T071212Z_REBUILD,rebuild_all
chachi bt,Chachi BT,person_or_named_entity,,3,1,1,0,19,LOW,proper_case,mq7GSzwaGBw,"inside to see how they work, including programs like Chachi BT. closed source,",20260920T071212Z_REBUILD,rebuild_all
chachipt,ChachiPT,product,,3,1,1,0,19,LOW,proper_case,mq7GSzwaGBw,"you privacy. When you use a closed source AI service like ChachiPT, your",20260920T071212Z_REBUILD,rebuild_all
chad gpt,Chad GPT,person_or_named_entity,,3,1,1,0,19,LOW,proper_case,mq7GSzwaGBw,capabilities for dual use research and development. [music] Chad GPT recently,20260920T071212Z_REBUILD,rebuild_all
chicago,Chicago,named_entity,,3,1,1,0,19,LOW,proper_case,tK4hyAbE3rw,educated populations in the world. >> I I was going to say I lived in Chicago,20260920T071212Z_REBUILD,rebuild_all
chicago i,Chicago. I,person_or_named_entity,,3,1,1,0,19,LOW,proper_case,tK4hyAbE3rw,>> The most popular The most popular Polish soap opera is shot in Chicago. I met a,20260920T071212Z_REBUILD,rebuild_all
chicago they,Chicago. They,person_or_named_entity,,3,1,1,0,19,LOW,proper_case,tK4hyAbE3rw,met were were Polish. I met them in Chicago. They are just,20260920T071212Z_REBUILD,rebuild_all
chillings,Chillings,named_entity,,3,1,1,0,19,LOW,proper_case,mq7GSzwaGBw,a wonderful movie like I don't know about eight weeks ago called Chillings,20260920T071212Z_REBUILD,rebuild_all
china and europe,China and Europe,person_or_named_entity,,3,1,1,0,19,LOW,proper_case,wnz7NM7h9R4,"States, and that's going to make US more competitive vis-a-vis China and Europe.""",20260920T071212Z_REBUILD,rebuild_all
china and iran,China and Iran,person_or_named_entity,,3,1,1,0,19,LOW,proper_case,tXxuSX7iNeM,"calculation was, well, it's going to hurt China and Iran a lot worse than",20260920T071212Z_REBUILD,rebuild_all
china and russia um,China and Russia. Um,person_or_named_entity,,3,1,1,0,19,LOW,proper_case,MGnJEb4sXwM,Gulf security architecture perhaps supported by China and Russia. Um but it,20260920T071212Z_REBUILD,rebuild_all
china for ai,China for AI,person_or_named_entity,,3,1,1,0,19,LOW,proper_case,MGnJEb4sXwM,to understand a gigabyte of electricity in in in China for AI or for other,20260920T071212Z_REBUILD,rebuild_all
china iran railroad,China-Iran Railroad,person_or_named_entity,,3,1,1,0,19,LOW,proper_case,raxt96y9XFQ,"railroads. So, the Australians bombed the China-Iran Railroad in April, right?",20260920T071212Z_REBUILD,rebuild_all
china china i,China. China I,person_or_named_entity,,3,1,1,0,19,LOW,proper_case,mq7GSzwaGBw,than any other country in the world including China. China I think has I,20260920T071212Z_REBUILD,rebuild_all
china right,China. Right,person_or_named_entity,,3,1,1,0,19,LOW,proper_case,9Td1lcX-Cno,States because they send the data to China. Right.,20260920T071212Z_REBUILD,rebuild_all
china there s,China. There's,person_or_named_entity,,3,1,1,0,19,LOW,proper_case,MGnJEb4sXwM,this and also on the inner ring of violence around China. There's a buildup,20260920T071212Z_REBUILD,rebuild_all
china um,China. Um,person_or_named_entity,,3,1,1,0,19,LOW,proper_case,MGnJEb4sXwM,"reporting. He went straight back to Thran. Um, he had talks in China. Um,",20260920T071212Z_REBUILD,rebuild_all
chinese i,Chinese I,person_or_named_entity,,3,1,1,0,19,LOW,proper_case,MGnJEb4sXwM,anyone who you know exceeds to Chinese I mean this is part,20260920T071212Z_REBUILD,rebuild_all
christian,Christian,named_entity,,3,1,1,0,19,LOW,proper_case,2FCT_uA2z5k,"to follow the old religion. The old if you like pre-Islamic, pre-Christian",20260920T071212Z_REBUILD,rebuild_all
christmas and i,Christmas. And I,person_or_named_entity,,3,1,1,0,19,LOW,proper_case,vR-o6IGspmU,hardware store for $19.99 at Christmas. And I saved the ad. It's a,20260920T071212Z_REBUILD,rebuild_all
cia,CIA,government,,3,1,1,0,19,LOW,proper_case,MGnJEb4sXwM,your work. Thank you for joining us on the CIA report. Any last words?,20260920T071212Z_REBUILD,rebuild_all
clausewitz,Clausewitz,named_entity,,3,1,1,0,19,LOW,proper_case,eoeftpuyQXw,"that Clausewitz Uh so, for those who aren't familiar, uh Clausewitz wrote On",20260920T071212Z_REBUILD,rebuild_all
clausewitz uh,Clausewitz Uh,person_or_named_entity,,3,1,1,0,19,LOW,proper_case,eoeftpuyQXw,"best way to really think about it is that Clausewitz Uh so, for those who",20260920T071212Z_REBUILD,rebuild_all
cleveland,Cleveland,named_entity,,3,1,1,0,19,LOW,proper_case,j4rItIYZV_o,discovered in Cleveland during the last,20260920T071212Z_REBUILD,rebuild_all
close very,Close. Very,person_or_named_entity,,3,1,1,0,19,LOW,proper_case,MGnJEb4sXwM,market up. It's not to have an economic. >> Precisely. Yeah. [laughter] Close. Very,20260920T071212Z_REBUILD,rebuild_all
coinbase and the,Coinbase and the,person_or_named_entity,,3,1,1,0,19,LOW,proper_case,raxt96y9XFQ,"is you want them to to get on, you know, Coinbase and the",20260920T071212Z_REBUILD,rebuild_all
colby eldridge,Colby Eldridge,person_or_named_entity,,3,1,1,0,19,LOW,proper_case,MGnJEb4sXwM,"ago in the United States, seemingly authored mainly by Colby Eldridge. um",20260920T071212Z_REBUILD,rebuild_all
colt repo it s,Colt Repo. It's,product,,3,1,1,0,19,LOW,proper_case,mq7GSzwaGBw,>> It's called the Python documentary. It was it was produced by Colt Repo. It's,20260920T071212Z_REBUILD,rebuild_all
come and,Come and,person_or_named_entity,,3,1,1,0,19,LOW,proper_case,MGnJEb4sXwM,"human shield around their power stations and said, ""Come and get us if you want.",20260920T071212Z_REBUILD,rebuild_all
conflicts forum,Conflicts Forum,media_show,,3,1,1,0,19,LOW,proper_case,MGnJEb4sXwM,"you have a wonderful Substack called Conflicts Forum, which we hang out at",20260920T071212Z_REBUILD,rebuild_all
constitution,Constitution,named_entity,,3,1,1,0,19,LOW,proper_case,es1SX2TSqz8,">> Yeah. Right, because you know, well well if you got to suspend the Constitution",20260920T071212Z_REBUILD,rebuild_all
cook island,Cook Island,person_or_named_entity,,3,1,1,0,19,LOW,proper_case,eyItREqSFvA,"to Switzerland? Can I put my money in a Cook Island trust? Can I you know, they",20260920T071212Z_REBUILD,rebuild_all
copern,Copern,named_entity,,3,1,1,0,19,LOW,proper_case,oc8B5AqvkUE,"distinguished, weren't they? And so this is the still the Copern-",20260920T071212Z_REBUILD,rebuild_all
corey,Corey,named_entity,,3,1,1,0,19,LOW,proper_case,sSrRCNjcm5I,lucky cuz right now Corey Lynn who's got a great website Corey digs is I want to,20260920T071212Z_REBUILD,rebuild_all
correct correct,Correct. Correct,person_or_named_entity,,3,1,1,0,19,LOW,proper_case,mq7GSzwaGBw,starting to look very economic? >> Correct. Correct. right now and for the,20260920T071212Z_REBUILD,rebuild_all
correct correct and,Correct. Correct. And,person_or_named_entity,,3,1,1,0,19,LOW,proper_case,vR-o6IGspmU,recuse yourself. Good heavens. >> Correct. Correct. And unfortunately at,20260920T071212Z_REBUILD,rebuild_all
